"","Gene","velovi_logFC","velovi_pval","scvelo_logFC","scvelo_pval"
"1","GO:0022409",2.78054648457648,0.0012264512170461,0.384335412696131,0.936642027455121
"2","GO:0007159",2.77810144538474,0.00146575392979566,1.18848144661624,0.281645569620253
"3","GO:1903037",2.76538159411725,0.0023652516550872,1.21048566814952,0.271383315733897
"4","GO:0051251",2.75641758960413,0.00276724368934119,-1.57010038111924,0.050953618628811
"5","GO:0051249",2.75201551850252,0.00749914925009364,1.16667177963341,0.296875
"6","GO:0050867",2.75126182378704,0.00335389842408248,0.730164660442242,0.616613418530351
"7","GO:0002696",2.74359071364974,0.00350277172093881,0.752508971943669,0.602139037433155
"8","GO:0050863",2.74020660848266,0.00310684288951617,1.3022108276369,0.232085561497326
"9","GO:1903039",2.73796246399698,0.000882343623905514,-0.990656024033228,0.483870967741935
"10","GO:0050870",2.71137346039262,0.000740045502648592,0.461863702400515,0.875
"11","GO:0046631",2.66569817627682,0.00487173891856623,-0.937355061940428,0.571428571428571
"12","GO:0002684",2.63938994018738,0.00210725233088887,1.54175625164843,0.167839195979899
"13","GO:0006457",2.61374179565929,0.00626310228177794,1.48807468602157,0.16627358490566
"14","GO:0035966",2.58108318072641,0.00851598304671651,1.71655748798916,0.106586826347305
"15","GO:0006986",2.55897789487205,0.0048684173427275,1.74956795548136,0.0978934324659232
"16","GO:0030155",2.39921158617537,0.00450791616469188,0.905689601329643,0.528471528471528
"17","GO:0090090",2.38318476169145,0.00878632923099303,-1.06575527107689,0.337016574585635
"18","GO:0003014",2.3178463686125,0.0086258156171051,-1.60607414753748,0.0652953674442156
"19","GO:0002376",2.18659254644927,0.00301836675127819,0.955839754026353,0.528471528471528
"20","GO:0035082",-1.99235392817805,0.00598301589855593,-1.68634827492058,0.027691438085121
"21","GO:0034109",-1.94474121683383,0.00370765626515523,-1.80764658334449,0.0190873183607062
"22","GO:0044839",-1.94447793901081,0.00606173979195799,-1.38871658006159,0.143255814941389
"23","GO:0007080",-1.88510671440757,0.00739541893854538,-1.78527564722689,0.0138204550046912
"24","GO:0033627",-1.87153754404189,0.00727642793985915,-1.7089553159656,0.0391059970749581
"25","GO:0045931",-1.86035215329362,0.00745397524560409,-1.67270968909037,0.0508336917621081
"26","GO:0001824",-1.79960026291485,0.00763258106513438,-1.66944825601089,0.0303470430698192
"27","GO:0030198",-1.76398350286887,0.00851928200986053,0.918197747917188,0.452068617558022
"28","GO:0043062",-1.76398350286887,0.00851928200986053,0.918197747917188,0.452068617558022
"29","GO:0045229",-1.76398350286887,0.00851928200986053,0.918197747917188,0.452068617558022
"30","GO:0019538",1.71920840373802,0.00680409202256532,1.08632738367912,0.407592407592408
"31","GO:0031323",1.69216020522059,0.00353331985160324,1.22988011541722,0.24975024975025
"32","GO:0060255",1.64546428476217,0.00732461865588345,1.22018531464754,0.265734265734266
"33","GO:0019222",1.61294225247774,0.00695281388103516,1.17520348409598,0.30969030969031
"34","GO:0050865",2.70461675601878,0.00981416107717877,1.05792497983252,0.358948432760364
"35","GO:0072006",2.20864874833302,0.0100219753915241,0.377874264011643,0.930890052356021
"36","GO:0002694",2.7259085984235,0.0103850969241398,1.16867484212294,0.286298568507157
"37","GO:0030178",2.37931198639479,0.0110338071111603,-0.858983975758404,0.669491525423729
"38","GO:0044249",1.59281290121518,0.0117324535065324,1.16490319463724,0.314685314685315
"39","GO:0022407",2.71083241076231,0.0148377053455534,0.91769454112246,0.457027300303337
"40","GO:0051604",2.69780959861442,0.0227142028497239,1.19583664558544,0.304347826086957
"41","GO:0042110",2.6881218885367,0.02827678740865,1.01305127078274,0.387259858442872
"42","GO:0045785",2.63594088538836,0.0184315906762272,0.866978470331971,0.5
"43","GO:0046649",2.62173300270308,0.0274111675126904,0.91870429596731,0.455734406438632
"44","GO:0045321",2.53984545117274,0.034136546184739,0.840047293030272,0.528528528528528
"45","GO:0001775",2.4396892817042,0.0206802003078026,0.684995863351836,0.684684684684685
"46","GO:0002682",2.40040666561935,0.0147510499454312,1.30236581932219,0.267267267267267
"47","GO:0072009",2.33858393119256,0.0150800017277126,0.609717025316933,0.7421875
"48","GO:0060828",2.28773299813275,0.0132859073431704,-1.15272560422962,0.330763272680659
"49","GO:0032835",2.2700344072145,0.0143352008383337,0.478982066275596,0.873460246360582
"50","GO:0072073",2.19824821069457,0.0130490955111544,0.988011384273159,0.420479302832244
"51","GO:0060070",2.18939147426404,0.0264270613107822,-0.958640209688806,0.568382254182385
"52","GO:0030111",2.17154684660254,0.0274261603375527,-1.6120520238319,0.0473373437808846
"53","GO:2000045",2.15248502484715,0.0256473308967882,2.06256383269966,0.0648584905660377
"54","GO:0002698",2.14624610575116,0.024812703856337,-1.7271400882062,0.0355730376267215
"55","GO:0008217",2.13153069309164,0.0316611015121272,0.545005572264122,0.807390817469205
"56","GO:0006959",2.13124379782267,0.0147560207977248,0.463807595140652,0.874587458745875
"57","GO:0030032",2.1263713600378,0.0263925317945157,0.525435416049572,0.856287425149701
"58","GO:0006469",2.12402415682132,0.0267565609839967,1.80644138790546,0.100235849056604
"59","GO:0033673",2.12402415682132,0.0267565609839967,1.80644138790546,0.100235849056604
"60","GO:0051348",2.10811301139704,0.0366171132001819,1.73600380186342,0.120940649496081
"61","GO:0007033",2.10669595939801,0.0284885970922711,0.714174412121968,0.662949194547708
"62","GO:0010812",2.10659356807419,0.0289407376244193,1.20574812893079,0.285377358490566
"63","GO:0006470",2.10539012295713,0.0345026865180912,1.74815070301399,0.119212962962963
"64","GO:0007043",2.09985771316898,0.0323637598933875,0.417259375981285,0.914191419141914
"65","GO:1902806",2.09920566569346,0.0260945928512873,2.02837073975686,0.0757918552036199
"66","GO:0002253",2.09452481494605,0.0290948275862069,1.96156434059441,0.0739176346356917
"67","GO:0051240",2.08475070669058,0.0184741928991579,0.752247842790107,0.702297702297702
"68","GO:0071674",2.08452671283637,0.0361376851199414,0.850255351173162,0.529152915291529
"69","GO:0050922",2.06713099203168,0.0351052203663444,1.76834704842076,0.097442143727162
"70","GO:0097581",2.05408396356113,0.0313588850174216,0.762488160968858,0.602463605823068
"71","GO:0016311",2.05399298697276,0.0341685649202733,1.61565918923013,0.147414741474147
"72","GO:0031400",2.0425611692101,0.0305907172995781,1.29960477273523,0.244834710743802
"73","GO:0042326",2.03719291427206,0.0351262349066959,1.50860783693318,0.176470588235294
"74","GO:0050777",2.03358522292867,0.0341176470588235,1.46543605713181,0.180995475113122
"75","GO:0010563",2.03028046635415,0.0349344978165939,1.48460048563459,0.182108626198083
"76","GO:0045936",2.03028046635415,0.0349344978165939,1.48460048563459,0.182108626198083
"77","GO:0050851",2.01822996816886,0.0338983050847458,2.13360100700572,0.0341047503045067
"78","GO:0045732",2.00664768099681,0.0364705882352941,0.736620441014627,0.601851851851852
"79","GO:0001933",2.00513235043521,0.0365044247787611,1.50860783693318,0.176470588235294
"80","GO:0016055",2.00238001085385,0.0318602261048304,0.3889963827268,0.917338709677419
"81","GO:0050778",2.00052865811769,0.0337197049525817,1.91516902678646,0.0878099173553719
"82","GO:0030595",1.99709018147346,0.0365044247787611,0.711313343393551,0.649197860962567
"83","GO:0031331",1.99533045798986,0.0356718192627824,-1.26184316066922,0.187845303867403
"84","GO:0002768",1.98820204522812,0.0360046457607433,2.12290617241395,0.0439814814814815
"85","GO:0002697",1.98112182760763,0.0399087799315849,-1.11145531620847,0.290697674418605
"86","GO:0097529",1.97137566711113,0.037117903930131,0.652552897184917,0.692307692307692
"87","GO:0007254",1.96938347028832,0.0387409200968523,1.47813538427544,0.166467065868263
"88","GO:0000082",1.96786271542611,0.037117903930131,1.94837502000639,0.0844919786096257
"89","GO:0001657",1.9652562046163,0.0375302663438257,0.63437605966826,0.741778319123021
"90","GO:0002429",1.96301958081005,0.0459905660377358,2.13852077985228,0.0400943396226415
"91","GO:0001656",1.95763766508177,0.0428061831153389,-1.11231494026008,0.331168831168831
"92","GO:0009791",1.95308799211899,0.0428061831153389,0.916758267560197,0.476646706586826
"93","GO:0010506",1.94965464967415,0.0417136414881623,0.829622427088319,0.541294642857143
"94","GO:0008585",1.9484213437843,0.0483490566037736,0.355836061739057,0.977245508982036
"95","GO:0061333",1.933998232067,0.0411622276029056,0.586967152460202,0.796407185628742
"96","GO:0072078",1.933998232067,0.0411622276029056,0.586967152460202,0.796407185628742
"97","GO:0072088",1.933998232067,0.0411622276029056,0.586967152460202,0.796407185628742
"98","GO:0050792",1.93226915923875,0.0440097799511002,-0.952491408080634,0.487179487179487
"99","GO:0016485",1.92988557866799,0.0472008781558727,1.40595827171991,0.203407880724175
"100","GO:0043393",1.92935832481037,0.0388471177944862,1.15712075858754,0.321204516938519
"101","GO:0044843",1.92710649280018,0.0452099031216362,1.88671155638923,0.101495726495726
"102","GO:0031647",1.92688465736736,0.0476190476190476,1.29995605377243,0.228632478632479
"103","GO:0030307",1.92623971739029,0.0455555555555556,0.873026698897458,0.504357298474945
"104","GO:0046328",1.92409374547724,0.0388471177944862,1.0199807466332,0.411543287327478
"105","GO:0072163",1.92307681748384,0.0447941888619855,0.744046632917193,0.609580838323353
"106","GO:0072164",1.92307681748384,0.0447941888619855,0.744046632917193,0.609580838323353
"107","GO:0051099",1.918297712181,0.0401002506265664,1.36165394328789,0.203262233375157
"108","GO:0048565",1.91811675096346,0.0497787610619469,0.489190229691455,0.847058823529412
"109","GO:0043409",1.91573476945782,0.0472154963680387,1.76152586788995,0.108490566037736
"110","GO:0045216",1.91461411688188,0.0497835497835498,0.768322082235396,0.594936708860759
"111","GO:0051899",1.91064515488564,0.0507075471698113,-0.688644242154263,0.868263473053892
"112","GO:0061326",1.90960346697025,0.0507075471698113,0.417778802319149,0.940972222222222
"113","GO:0072080",1.90960346697025,0.0507075471698113,0.417778802319149,0.940972222222222
"114","GO:0031333",1.90948698429438,0.0517647058823529,1.06000706339791,0.360859728506787
"115","GO:0072028",1.90891854117663,0.0518867924528302,0.444396359923926,0.920138888888889
"116","GO:0055123",1.9076110324867,0.0508658008658009,0.596932519101187,0.751068376068376
"117","GO:1901991",1.90702511199956,0.0439442658092176,1.8878785699577,0.0981012658227848
"118","GO:0001823",1.90317809642053,0.0439952437574316,0.676366487540739,0.670990566037736
"119","GO:0046545",1.90202636993745,0.0487804878048781,0.31753570783323,0.984953703703704
"120","GO:0050773",1.90190845668441,0.0472154963680387,2.07261808984736,0.048721071863581
"121","GO:0050776",1.9007173609402,0.038974358974359,1.78407321710662,0.108190091001011
